Date,flight prices,the florida keys,florida beach resorts,planning a trip,resorts florida,exercise,florida beach house,key florida,keys florida,hotels in florida,longboat key,weights,cay,family resorts,south beach miami,buying a house,shore excursions,island florida,longboat,destin florida rentals,florida homes for sale,key west florida,breakfast key west,hotels clearwater,suites orlando,vacation in florida,axles,clearwater beach florida,st petersburg beach,resort packages,key largo,marathon key,all inclusive aruba,family beach vacations,cruise prices,plan a,marathon florida,bed and breakfast key west,universal studios vacation,florida resorts,diet,lido key,beach houses for rent,florida disney,stanford summer,us virgin islands,hotels daytona,pine key,florida for sale,to do in cancun,vacation house rentals,florida cheap,cruise bahamas,diet snacks,vacation all inclusive,key west beaches,house key,homes for sale florida,hotels in san juan,key west,beach houses,all inclusive caribbean,high school internships,las vegas flights,siesta keys,inclusive resort,sirata beach,camping in florida,passport renewal,low carb meals,florida vacation spots,sirata beach resort,petersburg,body fat,high school summer programs,wedding sandals,living in florida,carb meals,treasure island florida,hawaii packages,hawaii flights,rentals florida keys,hopper pass,summer hockey camps,camp themes,creatine,all inclusive resort,rosacea,banyan,big pine key,hawaiian inn,sugar alcohol,bride dresses,rentals orlando,college summer programs,summer high,duck key,west florida,bavaro,miami beach hotels
8/2/09,-0.017,0.048,-0.188,-0.096,0.859,-0.484,0.271,0.216,0.361,0.348,-0.005,-0.58,-0.811,-0.241,0.171,0.164,0.93,0.215,-0.125,-0.744,-0.245,0.293,1.044,-0.146,0.393,0.102,-0.251,-0.21,-0.216,-0.48,-0.077,-0.058,0.317,-0.462,-0.043,0.828,0.458,1.148,-0.672,-0.113,-0.303,0.266,0.343,-0.271,-0.836,-0.059,-0.097,-0.062,0.11,0.021,0.49,-0.35,-0.071,-0.345,0.271,0.808,0.905,-0.333,0.556,0.127,-0.026,0.087,-0.968,0.897,0.004,-0.848,-0.376,-0.789,0.895,-0.3,0.012,-0.224,-0.623,-0.349,-1.26,-0.107,-0.24,-0.293,0.246,-1.083,0.412,1.977,0.038,-0.761,-0.706,-0.337,-0.862,-0.634,0.244,0.104,-0.5,-0.833,0.114,-0.263,-1.054,-1.112,-0.174,-0.025,-0.02,0.507
8/9/09,-0.581,-0.585,-0.237,0.039,0.546,-0.561,-0.77,-0.298,-0.035,-0.457,-0.412,-0.943,-1.082,-0.531,0.131,-0.03,0.225,-0.111,-0.434,-0.961,-0.478,0.063,0.098,0.158,0.055,-0.528,0.057,-0.322,-0.612,-0.279,-0.455,-0.148,-0.493,-0.473,-0.581,0.082,0.149,0.249,-0.944,-0.574,-0.306,-0.419,-0.087,-1.237,-0.983,-0.254,-0.827,-0.24,-0.31,-0.225,0.348,0.19,0.284,-0.081,0.244,0.451,0.058,-0.511,0.286,-0.348,-0.277,0.064,-1.329,0.311,-0.629,-0.887,-0.803,-1.325,0.786,-0.467,-0.454,-0.85,-0.771,-0.382,-1.15,-0.197,-0.699,-0.483,-0.046,-0.926,0.446,1.152,-0.458,-0.642,-0.934,-0.831,-0.88,-0.868,-0.379,-0.267,-0.298,-0.916,-0.014,0.16,-1.058,-1.33,-0.274,-0.1,-0.155,0.188
8/16/09,-0.866,-0.801,-0.924,-0.169,0.426,-0.684,-0.005,-0.64,-0.363,-0.681,-0.828,-0.8,-0.48,-0.798,-0.314,0.007,0.402,-0.273,-0.864,-0.764,-0.479,-0.506,-0.561,-0.556,-0.408,-0.769,-0.383,-0.461,-0.776,-0.936,-0.749,-1.246,-0.259,-0.783,-0.451,-0.435,-0.805,-0.5,-1.046,-0.739,-0.269,-0.851,-0.127,-1.174,-1.182,-0.08,-0.81,-1.001,-0.226,-0.625,-0.44,-0.384,-1.2,-0.433,0.346,-0.571,-0.518,-1.247,-0.271,-0.863,-0.448,-0.077,-1.207,0.165,-0.766,-1.13,-1.039,-1.097,0.536,-0.434,-0.341,-1.027,-1.094,-0.795,-1.176,-0.552,-0.675,-0.439,-0.255,-1.025,0.095,1.034,-0.746,-0.647,-1.131,-0.853,-1.137,-0.83,0.053,-0.905,-0.702,-0.772,-0.072,-0.513,-1.238,-1.294,-0.947,-0.649,-0.338,-0.546
8/23/09,-0.511,-1.113,-0.536,-0.437,-0.238,-0.737,-0.793,-0.781,-0.922,-0.658,-1.058,-0.923,-1.148,-0.905,-0.521,0.039,0.126,-0.913,-1.067,-1.028,-0.795,-0.66,-0.616,-1.029,-1.019,-0.95,-0.355,-0.984,-1.083,-0.887,-1.152,-1.17,-0.891,-1.252,-0.417,-0.474,-0.936,-0.504,-0.984,-0.748,-0.573,-0.953,-0.538,-1.642,-1.428,-0.626,-1.191,-0.295,-0.673,-1.209,-0.564,-0.813,-1.298,-0.929,0.736,-0.891,-0.24,-0.373,-0.188,-1.013,-0.718,-0.544,-1.259,-0.656,-1.284,-1.291,-1.208,-0.864,0.361,-0.26,-0.415,-1.228,-1.157,-0.808,-1.223,-0.699,-0.915,-0.105,-0.654,-0.947,0.132,-0.637,-0.378,-1.066,-1.267,-0.62,-1.309,-0.953,-0.583,-0.268,-1.062,-0.773,-0.251,-0.7,-1.2,-1.341,-0.946,-0.559,-0.459,-0.779
8/30/09,0.318,-1.37,-0.702,-0.464,-0.35,-0.844,-0.715,-0.561,-0.81,-0.809,-0.614,-0.942,-1.369,-1.153,-0.678,-0.457,-0.506,-0.699,-0.699,-1.11,-0.802,-0.684,-0.864,-0.995,-0.484,-0.886,-0.838,-0.725,-0.958,-1.166,-1.065,-1.072,-0.406,-1.254,-0.281,-0.675,-1.148,-0.659,-1.281,-0.895,-0.808,-0.71,-0.689,-1.824,-1.308,-0.939,-0.394,-0.438,-0.251,-1.175,-0.76,-0.186,-0.854,-0.628,-0.092,-0.44,-0.779,-0.837,-1.043,-1.07,-1.003,-0.294,-1.083,0.233,-0.769,-1.651,-0.759,-0.839,0.097,-0.615,-0.52,-0.858,-0.251,-1.006,-1.297,-0.527,-0.683,-0.655,-0.356,-1.354,0.05,-0.009,-0.981,-1.066,-1.359,-0.497,-1.624,-1.048,-0.234,-0.465,-1.024,-1.238,-0.509,-0.81,-1.17,-1.257,-0.953,-0.803,-0.603,-0.241
9/6/09,-0.303,-1.454,-0.966,-0.885,-0.148,-0.693,-0.688,-0.819,-1.145,-0.905,-1.373,-1.193,-1.599,-1.507,-0.992,-0.584,-0.347,-0.968,-1.363,-0.976,-0.766,-0.87,-0.7,-0.965,-0.783,-1.308,-0.398,-0.821,-1.29,-1.34,-1.679,-1.442,-0.855,-1.016,-0.741,-0.524,-0.988,-0.766,-1.138,-0.835,-0.866,-0.555,-0.818,-1.219,-1.372,-1.239,-1.209,-0.92,-0.419,-0.86,-0.666,-0.925,-0.549,-0.518,-0.331,-1.327,-0.842,-0.331,-0.923,-1.302,-0.96,-0.521,-0.988,-0.328,-1.116,-1.519,-1.198,-1.428,-0.128,-0.733,-0.962,-1.203,-1.767,-1.192,-1.235,-0.851,-0.967,-0.632,-0.635,-1.157,0.112,-0.151,-1.047,-1.066,-1.136,-0.592,-1.515,-0.991,-0.929,-0.937,-1.13,-0.975,-0.353,-0.565,-1.115,-1.311,-1.461,-0.829,-0.79,-0.753
9/13/09,0.038,-1.41,-1.422,-0.638,-0.195,-0.486,-0.887,-1.123,-1.414,-1.232,-1.222,-0.576,-1.759,-1.503,-1.055,-0.312,-0.03,-1.065,-1.136,-1.37,-1.114,-0.953,-1.042,-0.733,-0.699,-0.936,-0.512,-1.206,-1.518,-0.984,-1.744,-1.153,-0.929,-1.164,-0.925,-0.599,-1.232,-1.233,-0.955,-0.961,-0.732,-1.025,-0.823,-1.691,-1.309,-1.24,-1.144,-1.378,-0.987,-1.175,-0.827,-0.647,-0.399,-0.892,-0.178,-1.063,-1.454,-1.193,-1.238,-1.389,-1.107,-0.647,-0.654,-0.195,-1.479,-1.59,-1.295,-1.456,-0.142,-0.658,-0.627,-1.303,-1.792,-0.783,-1.21,-0.679,-0.835,-0.469,-1.042,-1.198,-0.378,-0.983,-0.912,-1.066,-1.178,-0.427,-1.564,-0.796,-0.384,-1.419,-1.466,-0.904,-0.528,-0.911,-1.027,-1.242,-1.497,-0.838,-0.855,-0.858
9/20/09,0.072,-1.021,-1.24,-0.878,-0.473,-0.166,-1.047,-1.248,-0.817,-1.098,-0.965,-0.99,-1.756,-1.348,-0.855,-0.314,-0.194,-0.745,-0.935,-1.332,-0.725,-0.753,-0.741,-0.404,-0.315,-1.138,-0.454,-0.669,-1.522,-1.509,-1.564,-1.047,-0.43,-1.226,-0.59,-0.547,-0.968,-0.58,-0.958,-0.846,-0.575,-1.215,-0.933,-1.338,-1.427,-1.131,-0.602,-1.406,-0.782,-0.808,-0.639,-0.482,-0.799,-0.8,-0.353,-1.067,-0.792,-0.725,-0.469,-1.35,-1.204,-0.347,-1.108,-0.625,-1.181,-1.366,-1.159,-1.431,-0.258,-0.242,-1.139,-1.214,-1.528,-0.881,-1.072,-1.054,-0.67,-0.371,-1.003,-1.202,-0.103,0.041,-0.517,-1.066,-1.208,-0.385,-1.369,-0.537,-0.889,-1.325,-1.074,-0.771,-0.537,-0.774,-1.014,-1.135,-1.363,-0.672,-0.408,-0.398
9/27/09,-0.691,-1.169,-1.057,-0.559,-0.513,-0.379,-0.709,-1.175,-1.12,-0.983,-1.049,-0.547,-1.899,-1.262,-1.027,-0.624,-0.545,-0.812,-1.118,-1.333,-1.03,-0.937,-0.247,-1.185,-0.175,-1.568,-0.545,-0.981,-0.957,-0.649,-0.803,-1.209,-0.433,-1.408,-0.525,-0.426,-1.25,-0.019,-1.44,-0.791,-0.781,-1.085,-1.007,-0.983,-1.335,-0.831,-0.749,-1.073,-0.899,-0.514,-0.791,-0.715,-1.116,-0.51,-0.356,-0.939,-1.121,-0.583,-0.69,-1.45,-1.273,-0.518,-1.152,-0.683,-1.271,-1.57,-1.453,-1.255,-0.227,-0.438,-0.316,-1.479,-1.324,-0.848,-1.02,-1.19,-0.787,-0.486,-1.012,-1.002,-0.898,-0.446,-0.57,-1.066,-0.921,-0.591,-1.555,-0.102,-0.874,-1.049,-1.036,-0.682,-0.557,-0.724,-0.912,-1.312,-1.228,-0.89,-0.674,-0.893
10/4/09,-0.287,-0.204,-0.909,-0.391,-0.635,-0.473,-1.573,-1.164,-0.98,-1.118,-1.204,-1.107,-1.758,-1.261,-0.902,-0.658,-0.328,-0.64,-1.189,-1.219,-1.156,-0.523,-0.601,-0.711,0.204,-1.048,-0.871,-0.601,-0.744,-1.108,-1.107,-1.107,-0.982,-1.08,-0.67,-0.441,-0.916,-0.452,-1.562,-0.866,-0.661,-1.251,-1.118,-1.21,-1.395,-0.805,-0.974,-1.242,-1.366,-0.673,-0.876,-0.182,-0.621,-0.714,0.325,-0.513,-0.897,-0.666,-0.55,-1.244,-1.363,-0.773,-1.03,-0.528,-1.17,-1.453,-1.32,-1.736,-0.197,-0.489,-0.861,-1.284,-1.298,-0.955,-1.11,-0.961,-1.14,-0.475,-0.774,-1.122,-0.586,-0.576,-0.365,-1.066,-1.011,-0.677,-1.439,-0.379,-1.018,-1.283,-1.041,-0.776,-0.721,-0.56,-1.177,-1.179,-1.34,-0.297,-0.416,-0.412
10/11/09,-0.393,-0.894,-1.213,-0.784,-0.264,-0.461,-1.286,-1.147,-1.182,-0.978,-1.02,-1.269,-1.586,-1.177,-1.028,-0.602,-0.687,-0.647,-1.097,-1.372,-1.086,-0.602,-0.864,-0.745,0.132,-1.505,-0.271,-0.87,-1.454,-0.467,-1.368,-1.263,-0.224,-1.079,-0.761,-0.841,-0.633,-0.589,-1.122,-0.88,-0.714,-1.117,-1.096,-0.729,-1.047,-0.486,-0.463,-1.426,-0.781,-0.502,-1.245,-0.521,-1.006,-1.196,-0.502,-0.596,-1.091,-1.458,-0.977,-1.199,-1.377,0.653,-0.708,-0.762,-1.238,-1.323,-1.248,-1.141,-0.294,-0.561,-0.732,-1.158,-1.462,-1.137,-0.953,-1.394,-1.05,-0.641,-0.727,-0.894,-0.469,-0.03,-1.193,-1.066,-0.779,-0.799,-1.288,-0.122,-0.457,-1.357,-1.117,-1.048,-0.641,-0.663,-1.074,-1.165,-1.647,-0.533,-0.755,-0.523
10/18/09,0.395,-1.111,-0.752,-0.108,-0.285,-0.349,-1.047,-1.248,-0.926,-0.831,-1.419,-1.273,-1.745,-1.04,-0.849,-0.8,-0.325,-0.789,-1.414,-1.416,-0.829,-0.463,-0.98,-1.178,-0.196,-1.592,-0.299,-1,-1.263,-0.744,-1.579,-1.067,-0.595,-1.005,-1.077,-0.439,-0.75,-0.677,-1.257,-0.615,-0.706,-1.461,-1.134,-0.602,-1.3,0.107,-1.533,-1.339,-0.774,-0.824,-1.15,-0.403,-1.095,-0.717,0.186,-0.25,-1.072,-0.456,-0.362,-1.14,-1.477,-0.013,-0.51,-0.511,-1.207,-1.339,-1.371,-0.743,-0.356,-0.518,-0.074,-1.4,-1.585,-0.905,-0.931,-1.479,-0.925,-0.516,-1.199,-1.106,-0.479,-0.672,-1.131,-0.793,-0.91,-0.647,-1.316,-0.141,-0.246,-1.251,-0.942,-1.031,-0.608,-0.931,-0.653,-0.905,-0.815,-0.57,-0.4,-0.69
10/25/09,-0.244,-1.298,-1.149,-0.953,-0.371,-0.621,-0.822,-1.175,-1.029,-0.735,-1.255,-1.213,-1.825,-1.285,-0.862,-0.84,-0.761,-1.031,-1.231,-1.455,-1.143,-0.499,-1.288,-0.932,-0.767,-1.501,-0.702,-1.134,-1.752,-1.144,-1.652,-1.425,-0.325,-1.333,-1.059,-0.854,-1.103,-1.237,-0.948,-1.065,-1.097,-1.468,-1.398,-0.921,-1.155,-0.595,-1.147,-0.973,-0.595,-0.907,-0.911,-0.585,-1.145,-0.949,-0.129,-1.279,-1.186,-0.291,-1.165,-0.881,-1.481,-0.087,-0.957,-0.558,-1.368,-1.524,-1.635,-1.74,-0.531,-0.652,-0.331,-1.633,-1.749,-1.173,-0.918,-1.188,-1.494,-0.718,-1.086,-1.224,-1.054,0.263,-1.009,-1.066,-1.027,-0.781,-1.486,-0.032,-0.521,-0.98,-1.638,-0.77,-0.757,-0.771,-0.9,-1.087,-1.231,-0.74,-0.622,-0.57
11/1/09,-0.402,-1.099,-0.984,-0.485,-0.275,-0.222,-1.115,-1.046,-0.909,-0.779,-1.168,-1.392,-1.294,-1.07,-0.856,-0.658,-0.408,-0.705,-1.075,-1.496,-0.955,-0.407,-0.533,-1.344,-0.658,-0.276,-0.976,-1.143,-1.004,-0.955,-1.421,-0.802,-0.391,-1.398,-0.449,-0.754,-0.979,-0.395,-1.424,-0.813,-0.746,-1.562,-1.257,-1.049,-1.197,-0.362,-1.302,-0.844,-0.526,-0.771,-0.966,-0.422,-0.495,-0.876,0.617,-0.749,-1.028,-0.812,-0.388,-0.785,-1.349,0.177,-1.139,-0.738,-1.396,-1.238,-1.392,-0.696,-0.117,-0.69,0.077,-1.392,-1.546,-1.144,-0.926,-1.299,-0.909,-0.764,-1.379,-0.764,-0.542,-0.822,-1.13,-0.582,-0.479,-0.726,-1.211,-0.152,0.911,-0.884,-1.263,-1.151,-1.001,-0.788,-0.723,-1.16,-1.155,-0.365,-0.364,-0.554
11/8/09,-0.508,-0.995,-0.789,-0.383,0.006,-0.209,-0.673,-0.877,-0.801,-0.787,-1.249,-1.186,-1.345,-0.984,-0.624,-0.89,-0.577,-0.702,-1.269,-1.313,-1.183,-0.208,-0.406,-1.603,-0.436,-0.894,-0.839,-0.886,-1.35,-0.563,-1.246,-1.363,-1.104,-0.969,-0.779,-0.456,-0.921,-0.145,-1.122,-0.555,-0.778,-0.891,-1.153,-0.569,-1.113,-0.166,-1.835,-1,-0.964,-0.202,-1.099,0.107,-0.858,-1.327,-0.027,-1.181,-1.155,-0.725,-0.178,-0.977,-1.347,-0.362,-0.904,-0.837,-1.336,-1.117,-1.536,-0.574,-0.177,-0.343,0.151,-1.522,-1.363,-1.205,-0.598,-1.276,-1.12,-0.424,-1.126,-1.04,-0.805,-0.606,-0.906,-1.066,-0.434,-0.718,-1.11,-0.038,-0.545,-1.09,-1.572,-0.894,-0.853,-0.488,-0.688,-1.075,-0.709,-0.437,-0.182,-0.564
11/15/09,0.299,-1.206,-0.895,-0.999,-0.454,-0.129,-0.543,-1.203,-0.885,-0.962,-1.42,-1.097,-1.705,-1.247,-0.781,-1.106,-0.662,-0.819,-1.323,-1.355,-0.921,-0.682,-0.728,-1.264,-0.271,-0.791,-0.726,-0.954,-1.487,-1.041,-1.389,-1.256,0.1,-1.038,-1.023,-0.944,-1.03,-0.267,-1.399,-0.712,-1.067,-1.241,-1.001,-0.612,-1.221,-0.384,-1.395,-1.206,-1.058,0.043,-0.898,-0.099,-1.413,-1.223,0.304,-0.787,-1.121,-0.582,-0.312,-1.248,-1.356,0.129,-1.024,-0.85,-1.45,-1.336,-1.511,-0.662,-0.373,-1.007,-0.027,-1.478,-1.753,-1.021,-0.693,-1.353,-1.257,-1.073,-1.016,-1.126,-0.622,-0.575,-0.443,-0.749,-0.778,-0.43,-1.334,0.123,-0.62,-1.093,-1.429,-1.087,-1.091,-1.092,-0.698,-0.866,-1.364,-0.675,-0.473,-0.297
11/22/09,-1.029,-1.62,-1.114,-1.671,-0.953,-1.4,-1.316,-1.331,-0.913,-1.323,-1.558,-1.311,-2.246,-1.391,-0.871,-1.734,-0.8,-0.888,-1.586,-1.34,-0.833,-0.889,-0.834,-1.423,-0.892,-1.183,-1.135,-1.132,-1.375,-1.086,-1.509,-1.061,-0.941,-1.069,-0.993,-1.957,-1.041,-0.535,-1.082,-1.107,-1.837,-1.036,-1.352,-1.207,-1.165,-0.803,-0.957,-0.902,-0.906,-0.568,-1.101,0.63,-0.549,-1.609,-0.112,-0.886,-0.95,-0.765,-0.783,-1.387,-1.559,-0.125,-0.714,-1.717,-1.405,-1.704,-1.825,-1.019,-0.816,-1.316,-0.501,-1.87,-2.561,-1.888,-0.665,-1.701,-1.892,-1.403,-1.172,-1.475,-1.013,-1.161,-1.182,-0.705,-1.251,-1.105,-1.667,-0.957,-1.646,-0.921,-1.458,-1.537,-1.07,-1.419,-0.714,-0.955,-1.883,-1.367,-0.665,-0.83
11/29/09,-0.418,-1.575,-1.189,-0.934,-0.65,0.062,-0.829,-1.312,-1.091,-0.918,-1.664,-0.695,-1.925,-1.512,-0.842,-1.3,-0.916,-0.909,-1.586,-1.401,-0.993,-0.898,-1.358,-1.404,-0.649,-1.026,-1.118,-1.092,-1.573,-0.237,-1.584,-1.194,-0.954,-1.174,-1.022,-1.292,-0.946,-0.99,-1.27,-0.708,-1.073,-1.777,-1.151,-0.245,-1.078,-0.927,-1.392,-0.857,-1.264,-0.405,-0.921,-0.135,-1.155,-0.849,0.182,-0.638,-1.012,-0.549,-0.726,-1.398,-1.405,0.114,-0.493,-1.154,-1.557,-1.402,-1.687,-1.611,-0.328,-0.785,-0.408,-1.758,-1.254,-1.249,-0.751,-1.538,-0.921,-0.858,-1.442,-1.424,-0.508,-0.525,-0.533,-0.706,-0.779,-0.45,-1.37,-0.085,-1.078,-0.905,-1.375,-1.438,-1.451,-1.316,-0.627,-0.842,-1.277,-0.808,-0.439,-0.362
12/6/09,-0.813,-1.294,-0.93,-1.053,-0.778,-0.481,-1.309,-1.315,-1.399,-1.012,-1.551,-0.913,-1.988,-1.649,-0.396,-1.452,-1.048,-0.964,-1.37,-1.542,-1.142,-0.611,-1,-1.813,-0.3,-0.656,-1.654,-1.115,-1.729,-0.755,-1.446,-1.029,-0.981,-1.088,-1.13,-1.875,-1.172,-0.42,-1.083,-0.761,-1.456,-1.75,-1.27,0.008,-0.936,-0.618,-1.524,-0.82,-1.401,-0.312,-1.4,0.672,-1.039,-1.295,-0.505,-0.874,-1.285,-0.778,-1.119,-1.307,-1.462,-0.388,-0.903,-1.217,-1.653,-1.642,-1.568,-1.331,-0.654,-1.099,-0.051,-1.64,-1.363,-1.765,-0.556,-1.754,-0.914,-1.142,-1.566,-1.295,-0.802,-0.071,-0.974,-0.654,-0.59,-0.805,-1.628,-0.765,-1.202,-0.876,-1.264,-1.469,-1.663,-1.168,-0.557,-0.74,-1.415,-0.821,-0.672,-0.488
12/13/09,-0.844,-0.894,-1.08,-1.276,-0.705,-1.289,-1.096,-1.064,-0.633,-0.707,-1.249,-1.052,-1.802,-1.505,-0.481,-1.615,-1.488,-0.625,-1.202,-1.423,-1.049,-0.244,-0.107,-1.351,0.115,-1.048,-1.742,-0.806,-1.607,-0.506,-1.044,-0.993,-1.099,-1.112,-1.166,-1.826,-0.233,0.267,-0.928,-0.784,-1.758,-1.469,-1.189,-0.079,-0.966,-0.72,-1.03,-0.399,-1.011,-0.571,-1.108,0.529,-0.814,-1.043,-0.181,-0.593,-0.967,-0.302,0.038,-0.862,-1.435,-0.165,-0.592,-1.228,-1.317,-1.675,-1.694,-1.624,-0.652,-1.36,0.43,-1.727,-1.034,-2.129,-0.395,-1.435,-1.225,-1.416,-1.22,-1.209,-0.945,0.676,-0.837,-0.477,-0.818,-1.081,-1.688,-0.824,-1.093,-0.494,-1.23,-1.464,-1.813,-0.85,-0.362,-0.697,-0.853,-0.593,-0.644,-0.086
12/20/09,-0.799,-0.582,-0.6,-0.574,0.217,-1.818,-0.392,-0.66,0.12,-0.582,-0.413,-1.925,-1.703,-0.788,-0.043,-2.057,-0.77,0.087,-0.483,-1.016,-0.648,0.271,-0.149,-1.234,0.222,-0.919,-1.322,-0.636,-0.889,0.318,-0.155,-0.224,-0.889,-0.857,-0.972,-2.244,0.523,0.09,-1.254,-0.474,-1.978,-0.77,-1.246,0.206,-0.19,-0.256,-0.775,0.453,-0.66,-0.032,-1.077,1.308,-0.068,-1.689,0.057,-0.413,-0.433,-0.36,-0.628,-0.17,-1.461,0.328,-0.323,-0.597,-0.904,-1.385,-1.546,-0.858,-0.817,-1.545,0.387,-1.551,-1.654,-2.857,-0.319,-1.732,-0.845,-1.63,-0.807,-0.736,-0.983,0.2,-0.341,-0.664,-1.185,-1.946,-1.387,-1.284,-1.537,0.449,-1.003,-1.595,-1.513,-0.974,-0.755,-0.448,-0.389,-0.747,-0.618,-0.087
12/27/09,0.067,0.62,0.479,2.116,2.138,0.523,1.393,0.277,1.616,0.485,0.46,-0.859,-0.547,1.1,1.961,-0.188,1.134,1.512,0.26,-0.594,0.507,2.007,-0.52,-0.466,1.6,0.391,-0.293,0.465,-0.418,2.244,0.704,0.704,0.743,0.644,0.539,1.384,2.193,-0.29,-0.214,0.664,0.994,-0.389,0.533,0.942,-0.288,0.866,-1.131,1.222,1.009,1.237,1.451,2.848,0.345,0.605,2.43,0.214,1.431,0.934,0.513,1.267,-0.303,2.08,0.022,1.146,-0.382,0.358,-0.845,-0.564,1.216,-0.138,2.212,-0.875,-0.787,-1.105,-0.042,-0.588,0.058,-0.292,-0.027,-0.237,-0.092,1.428,0.567,-0.613,-0.237,-1.513,0.363,-0.026,0.144,1.176,-0.63,-1.416,0.539,0.603,0.1,-0.299,0.408,1.019,0.361,1.171
1/3/10,1.205,0.959,1.098,2.038,0.865,1.785,1.421,0.41,0.508,0.809,0.143,0.228,0.098,1.541,1.284,0.238,1.188,1.457,0.073,-0.666,0.495,2.238,0.236,-0.535,1.644,1.033,0.069,0.338,-0.794,2.06,0.23,0.12,1.446,1.091,0.495,2.104,1.568,0.298,-0.154,1.209,2.137,-0.825,0.855,1.743,0.715,1.975,-0.713,1.408,0.283,1.082,1.96,2.116,0.608,3.582,2.892,0.437,0.967,0.538,1.985,1.276,0.135,3.112,0.806,1.72,0.047,1.101,-0.819,-0.224,3.076,0.864,3.108,-0.883,-0.67,0.288,1.208,-0.279,0.434,0.886,0.135,0.694,1.31,2.668,0.744,-0.066,1.013,-0.219,1.158,0.221,2.158,1.393,-0.466,-0.638,0.956,1.49,0.569,0.589,0.537,1.738,1.665,1.246
1/10/10,1.625,0.747,0.712,1.828,1.835,1.35,1.56,0.269,0.946,0.781,0.253,0.27,0.246,1.512,1.123,0.153,1.535,1.386,0.16,-0.476,-0.254,1.894,0.834,0.104,1.812,1.346,0.08,0.773,-0.706,1.84,-0.155,0.037,1.478,0.887,0.323,1.58,0.94,1.051,-0.27,1.322,0.996,0.151,1.386,0.157,1.421,2.132,0.255,1.231,-0.093,2.001,2.179,2.661,0.15,0.833,3.093,0.128,1.808,0.292,2.715,1.074,0.491,4.24,0.615,1.968,0.059,1.626,-0.527,0.148,2.876,0.408,2.378,-0.539,-0.937,0.452,1.001,0.015,0.191,0.397,0.204,0.138,0.613,1.712,0.519,0.582,1.512,0.494,1.674,0.542,0.982,1.193,-0.175,-0.684,1.643,0.876,0.834,0.924,0.291,1.287,1.542,0.947
1/17/10,1.582,0.499,1.533,1.273,1.828,1.175,1.699,0.311,1.345,0.671,0.41,0.456,0.219,1.244,1.308,0.233,1.602,1.498,0.379,-0.132,-0.162,1.511,0.909,0.763,1.839,0.833,1.15,1.031,-0.452,1.862,0.021,0.521,1.707,1.142,0.548,1.196,0.756,0.977,0.304,1.304,0.509,-0.6,1.799,0.146,1.545,1.142,0.301,0.469,0.188,1.706,2.536,2.668,0.514,1.251,3.658,0.904,1.598,0.133,1.328,0.808,0.733,3.552,0.18,1.569,0.057,1.236,-0.033,0.23,2.644,-0.076,2.78,0.013,-1.163,0.245,0.95,0.274,-0.099,-0.065,-0.013,0.404,0.774,2.454,0.522,0.263,1.355,0.409,1.244,0.87,1.441,0.498,0.46,-0.126,2.284,1.895,0.32,0.798,0.152,0.98,0.328,1.418
1/24/10,1.254,0.555,1.712,0.616,1.639,0.942,1.6,0.018,1.18,0.957,0.1,0.329,-0.015,1.22,1.647,0.104,1.564,1.709,0.057,-0.148,-0.074,1.482,0.51,0.392,1.895,0.867,0.468,0.539,-0.291,1.243,0.171,0.307,1.681,0.698,0.019,0.796,0.877,0.602,0.3,1.235,0.426,-0.161,1.594,0.243,0.769,0.949,0.019,0.634,-0.195,1.287,1.077,3.551,0.515,0.631,1.808,1.41,0.653,0.353,2.097,0.529,0.541,2.814,1.083,1.356,-0.24,0.646,-0.069,0.356,2.254,-0.003,2.483,0.034,-1.216,1.055,1.038,0.308,-0.485,-0.006,0.181,0.02,0.837,1.429,0.375,0.47,1.103,0.414,0.664,1.313,1.314,0.673,1.43,-0.43,1.833,1.397,0.833,0.921,0.038,1.055,0.379,1.501
1/31/10,1.113,0.282,1.22,0.444,1.323,0.864,1.656,0.134,1.143,1.206,0.045,0.091,-0.142,0.77,1.935,-0.014,1.229,1.416,-0.045,-0.408,-0.116,1.55,1.09,0.702,1.939,0.811,0.183,0.799,-0.203,1.243,0.01,0.222,0.596,0.552,0.022,0.516,1.35,1.533,0.089,0.901,0.136,-0.113,1.219,0.132,0.973,0.244,0.203,0.414,-0.396,1.331,1.193,2.89,0.31,0.178,1.144,0.966,0.878,0.236,1.894,0.477,0.176,1.865,0.747,0.972,0.453,0.523,-0.147,1.054,1.925,-0.66,2.3,-0.118,-1.131,0.435,0.982,-0.088,-0.281,-0.77,0.376,0.053,0.33,1.786,-0.324,0.886,1.21,0.647,0.542,1.075,0.698,0.444,1.892,-0.31,1.627,0.933,0.578,0.832,-0.106,0.899,0.099,1.462
